Solicitação	Tipo Solicitação	Problema	Número OS BB	Bem	Item	Situação Equip.	Ag. SAG	Nome Local	LAT	Descrição Item	Número de Série	Cliente	Conta	Status	Data Abertura	Data Fechamento	Criticidade	SEMAT	Contrato	Data Resolução	Grupo	UF	
9129576	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220198413	1943001400040	GRPE-000004	Contratado	1943.00	GAMELEIRA	TR-RIBEIRAO	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 14:31:27		2		00037/2018	02/12/2022 14:31:28	REC	PE	
9129532	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220198370	5898001400040	GRPE-000004	Contratado	5898.00	HELIOPOLIS	TR-GARANHUNS	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 14:27:31		2		00037/2018	02/12/2022 14:27:32	REC	PE	
9129469	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220198152	4637001400040	GRPE-000004	Contratado	4637.00	TORITAMA	TR-CARUARU	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 14:22:58		3		00037/2018	02/12/2022 14:22:58	REC	PE	
9129466	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220198149	4623001400040	GRPE-000004	Contratado	4623.00	SOBRADINHO-BA	TR-PETROLINA	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 14:22:43		2		00037/2018	02/12/2022 14:22:44	REC	BA	
9129293	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220197353	1509001400040	GRPE-000004	Contratado	1509.00	CASA FORTE	CAT-RECIFE	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 14:10:56		3		00037/2018	02/12/2022 14:10:56	REC	PE	
9129253	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220197205	1162001400040	GRPE-000004	Contratado	1162.00	TUPANATINGA	TR-ARCOVERDE	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 14:08:06		3		00037/2018	02/12/2022 14:08:06	REC	PE	
9129235	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220197191	1138001400040	GRPE-000004	Contratado	1138.00	SAO LOURENCO DA MATA	CAT-RECIFE	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 14:06:52		2		00037/2018	02/12/2022 14:06:53	REC	PE	
9129192	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220197715	2830001400040	GRPE-000004	Contratado	2830.00	CURACA	TR-PETROLINA	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 14:03:30		2		00037/2018	02/12/2022 14:03:31	REC	BA	
9129186	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220197710	2802001400040	GRPE-000004	Contratado	2802.00	CASA AMARELA	CAT-RECIFE	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 14:02:56		3		00037/2018	02/12/2022 14:02:56	REC	PE	
9129147	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220197682	2693001400040	GRPE-000004	Contratado	2693.00	SIRINHAEM	TR-RIBEIRAO	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 14:00:14		2		00037/2018	02/12/2022 14:00:15	REC	PE	
9129072	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220197722	2855001400040	GRPE-000004	Contratado	2855.00	BELEM DE MARIA	TR-RIBEIRAO	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 13:55:50		2		00037/2018	02/12/2022 13:55:51	REC	PE	
9129043	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220196970	0710001400040	GRPE-000004	Contratado	0710.00	BARREIROS	TR-RIBEIRAO	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 13:54:35		2		00037/2018	02/12/2022 13:54:36	REC	PE	
9128854	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220196470	8259001400030	GRPE-000003	Contratado	8259.00	S.JOSE COROA GRANDE	TR-RIBEIRAO	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 13:40:14		4		00037/2018	02/12/2022 13:40:14	REC	PE	
9128754	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220196094	4623001400030	GRPE-000003	Contratado	4623.00	SOBRADINHO-BA	TR-PETROLINA	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 13:35:14		4		00037/2018	02/12/2022 13:35:15	REC	BA	
9128723	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220196098	4637001400030	GRPE-000003	Contratado	4637.00	TORITAMA	TR-CARUARU	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 13:32:35		4		00037/2018	02/12/2022 13:32:36	REC	PE	
9128704	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220195914	4012001400030	GRPE-000003	Contratado	4012.00	SAO JOAQUIM DO MONTE	TR-GRAVATA	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 13:31:17		4		00037/2018	02/12/2022 13:31:17	REC	PE	
9128584	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220195562	2529001400030	GRPE-000003	Contratado	2529.00	RIBEIRAO	TR-RIBEIRAO	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 13:23:44		4		00037/2018	02/12/2022 13:23:44	REC	PE	
9128556	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220195542	2473001400030	GRPE-000003	Contratado	2473.00	POMBOS	TR-GRAVATA	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 13:21:59		4		00037/2018	02/12/2022 13:21:59	REC	PE	
9128525	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220195522	2413001400030	GRPE-000003	Contratado	2413.00	PASSIRA	TR-LIMOEIRO	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 13:20:28		4		00037/2018	02/12/2022 13:20:29	REC	PE	
9128505	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220195710	3108001400030	GRPE-000003	Contratado	3108.00	ESPINHEIRO	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 13:19:26		4		00037/2018	02/12/2022 13:19:26	REC	PE	
9128485	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220195128	1162001400030	GRPE-000003	Contratado	1162.00	TUPANATINGA	TR-ARCOVERDE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 13:17:34		4		00037/2018	02/12/2022 13:17:35	REC	PE	
9128470	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220195114	1138001400030	GRPE-000003	Contratado	1138.00	SAO LOURENCO DA MATA	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 13:16:25		4		00037/2018	02/12/2022 13:16:25	REC	PE	
9128428	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220195184	1291001400030	GRPE-000003	Contratado	1291.00	UAUA	TR-PETROLINA	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 13:13:57		4		00037/2018	02/12/2022 13:13:57	REC	BA	
9128421	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220195177	1264001400030	GRPE-000003	Contratado	1264.00	ALIANCA	TR-GOIANA	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 13:13:22		4		00037/2018	02/12/2022 13:13:22	REC	PE	
9128414	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220195170	1245001400030	GRPE-000003	Contratado	1245.00	BARAO DE SOUZA LEAO	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 13:12:47		4		00037/2018	02/12/2022 13:12:48	REC	PE	
9128339	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220194788	0550001400030	GRPE-000003	Contratado	0550.00	BOM CONSELHO	TR-GARANHUNS	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 13:08:35		4		00037/2018	02/12/2022 13:08:36	REC	PE	
9128332	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220194783	0537001400030	GRPE-000003	Contratado	0537.00	SAO BENTO DO UNA	TR-CARUARU	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 13:08:04		4		00037/2018	02/12/2022 13:08:04	REC	PE	
9128237	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220194807	0582001400030	GRPE-000003	Contratado	0582.00	SURUBIM	TR-LIMOEIRO	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 13:01:02		4		00037/2018	02/12/2022 13:01:02	REC	PE	
9128165	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220194363	5755001400010	GRPE-000002	Contratado	5755.00	ESTILO ILHA DO LEITE	CAT-RECIFE	EQUIPAMENTOS PGDM/PEDM		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 12:55:52		3		00037/2018	02/12/2022 12:55:52	REC	PE	
9128005	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220193965	4012001400010	GRPE-000002	Contratado	4012.00	SAO JOAQUIM DO MONTE	TR-GRAVATA	EQUIPAMENTOS PGDM/PEDM		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 12:45:57		3		00037/2018	02/12/2022 12:45:58	REC	PE	
9127889	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220193587	2326001400010	GRPE-000002	Contratado	2326.00	MORENO	CAT-RECIFE	EQUIPAMENTOS PGDM/PEDM		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 12:39:47		3		00037/2018	02/12/2022 12:39:47	REC	PE	
9127850	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220193445	1732001400010	GRPE-000002	Contratado	1732.00	CANHOTINHO	TR-GARANHUNS	EQUIPAMENTOS PGDM/PEDM		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 12:38:09		3		00037/2018	02/12/2022 12:38:09	REC	PE	
9127804	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220193422	1664001400010	GRPE-000002	Contratado	1664.00	BREJAO	TR-GARANHUNS	EQUIPAMENTOS PGDM/PEDM		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 12:34:07		3		00037/2018	02/12/2022 12:34:07	REC	PE	
9127801	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220193719	2802001400010	GRPE-000002	Contratado	2802.00	CASA AMARELA	CAT-RECIFE	EQUIPAMENTOS PGDM/PEDM		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 12:33:49		3		00037/2018	02/12/2022 12:33:49	REC	PE	
9127762	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220193223	1162001400010	GRPE-000002	Contratado	1162.00	TUPANATINGA	TR-ARCOVERDE	EQUIPAMENTOS PGDM/PEDM		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 12:30:38		3		00037/2018	02/12/2022 12:30:38	REC	PE	
9127748	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220193209	1138001400010	GRPE-000002	Contratado	1138.00	SAO LOURENCO DA MATA	CAT-RECIFE	EQUIPAMENTOS PGDM/PEDM		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 12:29:26		3		00037/2018	02/12/2022 12:29:26	REC	PE	
9127732	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220193201	1120001400010	GRPE-000002	Contratado	1120.00	QUIPAPA	TR-GARANHUNS	EQUIPAMENTOS PGDM/PEDM		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 12:28:28		3		00037/2018	02/12/2022 12:28:29	REC	PE	
9127696	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220193173	1069001400010	GRPE-000002	Contratado	1069.00	IBIMIRIM	TR-ARCOVERDE	EQUIPAMENTOS PGDM/PEDM		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 12:26:14		3		00037/2018	02/12/2022 12:26:14	REC	PE	
9127689	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220193166	1049001400010	GRPE-000002	Contratado	1049.00	CORRENTES	TR-GARANHUNS	EQUIPAMENTOS PGDM/PEDM		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 12:25:40		3		00037/2018	02/12/2022 12:25:41	REC	PE	
9127671	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220193148	1012001400010	GRPE-000002	Contratado	1012.00	AGUAS BELAS	TR-GARANHUNS	EQUIPAMENTOS PGDM/PEDM		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 12:24:13		3		00037/2018	02/12/2022 12:24:14	REC	PE	
9127658	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220192961	0673001400010	GRPE-000002	Contratado	0673.00	CARPINA	TR-GOIANA	EQUIPAMENTOS PGDM/PEDM		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 12:23:07		3		00037/2018	02/12/2022 12:23:07	REC	PE	
9127594	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220192987	0714001400010	GRPE-000002	Contratado	0714.00	CABO	CAT-RECIFE	EQUIPAMENTOS PGDM/PEDM		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 12:19:05		3		00037/2018	02/12/2022 12:19:05	REC	PE	
9127562	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220192986	0710001400010	GRPE-000002	Contratado	0710.00	BARREIROS	TR-RIBEIRAO	EQUIPAMENTOS PGDM/PEDM		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 12:16:45		3		00037/2018	02/12/2022 12:16:45	REC	PE	
9127512	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220192919	0608001400010	GRPE-000002	Contratado	0608.00	SAO JOSE DO EGITO	TR-CARNAIBA	EQUIPAMENTOS PGDM/PEDM		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 12:12:46		3		00037/2018	02/12/2022 12:12:46	REC	PE	
9127225	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220198224	4997001400040	GRPE-000004	Contratado	4997.00	PRINCESA DO AGRESTE	TR-CARUARU	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 11:50:54		3		00037/2018	02/12/2022 11:50:54	REC	PE	
9127174	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220198258	5742001400040	GRPE-000004	Contratado	5742.00	SHOPPING DIFUSORA	TR-CARUARU	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 11:47:42		2		00037/2018	02/12/2022 11:47:42	REC	PE	
9126916	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220197812	3243001400040	GRPE-000004	Contratado	3243.00	AGAMENON MAGALHAES	CAT-RECIFE	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 11:31:51		3		00037/2018	02/12/2022 11:31:51	REC	PE	
9126874	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220197782	3108001400040	GRPE-000004	Contratado	3108.00	ESPINHEIRO	CAT-RECIFE	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 11:29:21		3		00037/2018	02/12/2022 11:29:21	REC	PE	
9126750	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220197982	4012001400040	GRPE-000004	Contratado	4012.00	SAO JOAQUIM DO MONTE	TR-GRAVATA	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 11:22:36		3		00037/2018	02/12/2022 11:22:36	REC	PE	
9126716	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220197478	2018001400040	GRPE-000004	Contratado	2018.00	JUREMA	TR-CARUARU	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 11:18:46		2		00037/2018	02/12/2022 11:18:47	REC	PE	
9126674	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220197259	1291001400040	GRPE-000004	Contratado	1291.00	UAUA	TR-PETROLINA	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 11:16:15		3		00037/2018	02/12/2022 11:16:16	REC	BA	
9126667	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220197252	1264001400040	GRPE-000004	Contratado	1264.00	ALIANCA	TR-GOIANA	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 11:15:40		2		00037/2018	02/12/2022 11:15:40	REC	PE	
9126655	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220197635	2529001400040	GRPE-000004	Contratado	2529.00	RIBEIRAO	TR-RIBEIRAO	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 11:14:36		2		00037/2018	02/12/2022 11:14:36	REC	PE	
9126627	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220197615	2473001400040	GRPE-000004	Contratado	2473.00	POMBOS	TR-GRAVATA	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 11:12:57		2		00037/2018	02/12/2022 11:12:57	REC	PE	
9126604	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220197647	2564001400040	GRPE-000004	Contratado	2564.00	SALOA	TR-GARANHUNS	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 11:11:20		3		00037/2018	02/12/2022 11:11:21	REC	PE	
9126586	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	220197595	2413001400040	GRPE-000004	Contratado	2413.00	PASSIRA	TR-LIMOEIRO	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/12/2022 11:09:51		2		00037/2018	02/12/2022 11:09:52	REC	PE	
